,yelp_id,alias,categories,categary_alias,categary_title,coordinates.latitude,coordinates.longitude,display_phone,distance,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
19,f8fYPWuRB4o225YjPEjq8w,the-alembic-san-francisco,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",bars,Bars,37.769371,-122.451176,(415) 666-0822,1601.1315020600518,https://s3-media2.fl.yelpcdn.com/bphoto/wapDPGGbJBMTzSG8PmCMPg/o.jpg,False,1725 Haight St,,,San Francisco,US,"['1725 Haight St', 'San Francisco, CA 94117']",CA,94117,The Alembic,+14156660822,$$,4.0,1663,[],https://www.yelp.com/biz/the-alembic-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
20,OCk8JFBaOw_p2EY6mi5iLQ,amélie-san-francisco-2,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'french', 'title': 'French'}]",wine_bars,Wine Bars,37.7931200864529,-122.420906547632,(415) 292-6916,3834.290854298074,https://s3-media1.fl.yelpcdn.com/bphoto/3F981uQFe5lDXJRVeaRAQw/o.jpg,False,1754 Polk St,,,San Francisco,US,"['1754 Polk St', 'San Francisco, CA 94109']",CA,94109,Amélie,+14152926916,$$,4.0,1312,['restaurant_reservation'],https://www.yelp.com/biz/am%C3%A9lie-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
21,pKP6ikrLyM5Gtua13kVoUw,izakaya-sozai-san-francisco,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'noodles', 'title': 'Noodles'}]",ramen,Ramen,37.763879,-122.47413,(415) 742-5122,3329.071252002252,https://s3-media1.fl.yelpcdn.com/bphoto/04zZBEjVU_nWbvhChdNggQ/o.jpg,False,1500 Irving St,,,San Francisco,US,"['1500 Irving St', 'San Francisco, CA 94122']",CA,94122,Izakaya Sozai,+14157425122,$$,4.0,2020,[],https://www.yelp.com/biz/izakaya-sozai-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
22,I0UVBT1-k0LqUICRLr9l5A,dynamo-donut-and-coffee-san-francisco-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",coffee,Coffee & Tea,37.752971,-122.407676,(415) 920-1978,2678.5748422127426,https://s3-media2.fl.yelpcdn.com/bphoto/6Tom40-a-XIVOn5dO3a7Wg/o.jpg,False,2760 24th St,,,San Francisco,US,"['2760 24th St', 'San Francisco, CA 94110']",CA,94110,Dynamo Donut & Coffee,+14159201978,$,4.0,1831,[],https://www.yelp.com/biz/dynamo-donut-and-coffee-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
23,M175LTlKPJjAWREIUPyMGg,sushi-zone-san-francisco,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",sushi,Sushi Bars,37.7711651322979,-122.423915188557,(415) 621-1114,1586.3447736863648,https://s3-media1.fl.yelpcdn.com/bphoto/B5QNqpoJW0DQh5yuOvKhew/o.jpg,False,1815 Market St,,,San Francisco,US,"['1815 Market St', 'San Francisco, CA 94103']",CA,94103,Sushi Zone,+14156211114,$$,4.0,1030,[],https://www.yelp.com/biz/sushi-zone-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
24,wZv5s1J3xmUkO-x9b8_-yQ,rustys-southern-san-francisco,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",southern,Southern,37.7844,-122.41855,(415) 638-6974,3039.0131663781394,https://s3-media4.fl.yelpcdn.com/bphoto/-jcEWXctK9zkZnKxtwpxQw/o.jpg,False,750 Ellis St,,,San Francisco,US,"['750 Ellis St', 'San Francisco, CA 94109']",CA,94109,Rusty's Southern,+14156386974,$$,4.5,879,['restaurant_reservation'],https://www.yelp.com/biz/rustys-southern-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
25,gsf5yf5HS3h8Z8MHpJ4t3w,cafe-claude-san-francisco,"[{'alias': 'french', 'title': 'French'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",french,French,37.7903209516376,-122.404523903705,(415) 392-3505,4309.876877088282,https://s3-media4.fl.yelpcdn.com/bphoto/NrXzAaL_i76fdFZ6Qtbn-g/o.jpg,False,7 Claude Ln,,,San Francisco,US,"['7 Claude Ln', 'San Francisco, CA 94108']",CA,94108,Cafe Claude,+14153923505,$$$,4.0,1957,[],https://www.yelp.com/biz/cafe-claude-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
26,kFgjHGp-cTUK5uPaSJOORA,souvla-san-francisco,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",greek,Greek,37.77643,-122.425,(415) 400-5458,2000.6282745915541,https://s3-media3.fl.yelpcdn.com/bphoto/byJ9CQAo1HUWOX9h9uACJg/o.jpg,False,517 Hayes St,,,San Francisco,US,"['517 Hayes St', 'San Francisco, CA 94102']",CA,94102,Souvla,+14154005458,$$,4.0,1220,[],https://www.yelp.com/biz/souvla-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
27,chWLsfWUJ5k8-73t9FOM9A,limón-rotisserie-san-francisco-4,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",peruvian,Peruvian,37.7644157409668,-122.422134399414,(415) 252-0918,1316.2410899370348,https://s3-media3.fl.yelpcdn.com/bphoto/0v5jXR1tXrOaP7aWvd8FHw/o.jpg,False,524 Valencia St,,,San Francisco,US,"['524 Valencia St', 'San Francisco, CA 94110']",CA,94110,Limón Rotisserie,+14152520918,$$,3.5,2420,[],https://www.yelp.com/biz/lim%C3%B3n-rotisserie-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
28,jcFf2ZnJYL0nWCdIpqiA-g,trestle-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}]",newamerican,American (New),37.796127,-122.404495,(415) 772-0922,4823.627847696131,https://s3-media3.fl.yelpcdn.com/bphoto/U1d1un8clsX7lsjYXAWuzQ/o.jpg,False,531 Jackson St,,,San Francisco,US,"['531 Jackson St', 'San Francisco, CA 94133']",CA,94133,Trestle,+14157720922,$$$,4.5,793,[],https://www.yelp.com/biz/trestle-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
29,F3bL-3Btko-JSupCC2pPAw,katana-ya-san-francisco,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",sushi,Sushi Bars,37.78726,-122.41037,(415) 771-1281,3716.5816326865634,https://s3-media2.fl.yelpcdn.com/bphoto/bhoVHaSlbwp2FrGVpQrnMQ/o.jpg,False,422 Geary St,,,San Francisco,US,"['422 Geary St', 'San Francisco, CA 94102']",CA,94102,Katana-Ya,+14157711281,$$,3.5,4086,['pickup'],https://www.yelp.com/biz/katana-ya-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
30,IMcnK1JuvoQPN8OktoLtIg,straw-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",newamerican,American (New),37.774056,-122.424198,(415) 431-3663,1816.449846695391,https://s3-media4.fl.yelpcdn.com/bphoto/gZDB5C6Sa83Kigk7bEzaNw/o.jpg,False,203 Octavia Blvd,,,San Francisco,US,"['203 Octavia Blvd', 'San Francisco, CA 94102']",CA,94102,Straw,+14154313663,$$,4.0,1747,"['delivery', 'pickup']",https://www.yelp.com/biz/straw-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
31,KCVZ0Z5GQgQxduizQ91O1Q,yummy-yummy-san-francisco,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",vietnamese,Vietnamese,37.76368,-122.46879,(415) 566-4722,2861.847455798399,https://s3-media2.fl.yelpcdn.com/bphoto/DV5FIuWqGrBqSLOdVLnbrg/o.jpg,False,1015 Irving St,,,San Francisco,US,"['1015 Irving St', 'San Francisco, CA 94122']",CA,94122,Yummy Yummy,+14155664722,$$,4.0,1362,"['delivery', 'pickup']",https://www.yelp.com/biz/yummy-yummy-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
32,u30abI5AtOKAddJRxUfZTg,colibri-mexican-bistro-san-francisco,"[{'alias': 'mexican', 'title': 'Mexican'}]",mexican,Mexican,37.7871606463558,-122.410636659841,(415) 440-2737,3697.7460120106307,https://s3-media4.fl.yelpcdn.com/bphoto/wHPg49sAHaFeXk932gpF_Q/o.jpg,False,438 Geary St,,,San Francisco,US,"['438 Geary St', 'San Francisco, CA 94102']",CA,94102,Colibri Mexican Bistro,+14154402737,$$,4.0,2268,"['delivery', 'pickup']",https://www.yelp.com/biz/colibri-mexican-bistro-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
33,4-pWX0F9mi_VlN1IAxweSQ,park-tavern-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",newamerican,American (New),37.80113,-122.409,(415) 989-7300,5070.870745551253,https://s3-media2.fl.yelpcdn.com/bphoto/ji7pqmMxlp-eY1jHDOL0aw/o.jpg,False,1652 Stockton St,,,San Francisco,US,"['1652 Stockton St', 'San Francisco, CA 94133']",CA,94133,Park Tavern,+14159897300,$$$,4.0,1521,[],https://www.yelp.com/biz/park-tavern-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
34,CfU_8BIc6SX7lhDYAB9Xkw,liguria-bakery-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",bakeries,Bakeries,37.80153,-122.40916,(415) 421-3786,5112.557678663413,https://s3-media3.fl.yelpcdn.com/bphoto/J9sasfnhsyNzSOmGIXjmNA/o.jpg,False,1700 Stockton St,,,San Francisco,US,"['1700 Stockton St', 'San Francisco, CA 94133']",CA,94133,Liguria Bakery,+14154213786,$,4.5,694,[],https://www.yelp.com/biz/liguria-bakery-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
35,iUockw0CUssKZLyoGJYEXA,cuisine-of-nepal-san-francisco,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",himalayan,Himalayan/Nepalese,37.74097,-122.42318,(415) 647-2222,2502.6740326704,https://s3-media4.fl.yelpcdn.com/bphoto/Ps6UvrXCnzj3UJT1f1372w/o.jpg,False,3486 Mission St,,,San Francisco,US,"['3486 Mission St', 'San Francisco, CA 94110']",CA,94110,Cuisine of Nepal,+14156472222,$$,4.5,494,"['restaurant_reservation', 'delivery', 'pickup']",https://www.yelp.com/biz/cuisine-of-nepal-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
36,lvoKIKQ8zD4ZvcbUmImrQg,taylor-street-coffee-shop-san-francisco,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",burgers,Burgers,37.7856803,-122.4114826,(415) 567-4031,3522.409157812003,https://s3-media3.fl.yelpcdn.com/bphoto/btpwqav_aHyzFyOGNp9p2Q/o.jpg,False,375 Taylor St,,,San Francisco,US,"['375 Taylor St', 'San Francisco, CA 94102']",CA,94102,Taylor Street Coffee Shop,+14155674031,$$,4.0,1137,"['delivery', 'pickup']",https://www.yelp.com/biz/taylor-street-coffee-shop-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
37,Q8cYhJGa9pwlu63f-KMV-A,5a5-steak-lounge-san-francisco-4,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}]",steak,Steakhouses,37.7969972,-122.4000609,(415) 989-2539,5116.9802869916975,https://s3-media2.fl.yelpcdn.com/bphoto/wX47uFBFTQT1HxSukw8oSQ/o.jpg,False,244 Jackson St,,,San Francisco,US,"['244 Jackson St', 'San Francisco, CA 94111']",CA,94111,5A5 Steak Lounge,+14159892539,$$$,4.0,2103,['restaurant_reservation'],https://www.yelp.com/biz/5a5-steak-lounge-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
38,fGLexj1k40gCUzfAwXF3Yg,lands-end-san-francisco,"[{'alias': 'parks', 'title': 'Parks'}]",parks,Parks,37.786508177171,-122.50614106315,,6755.085150872735,https://s3-media2.fl.yelpcdn.com/bphoto/TpwVWWREZbaosG8YhlpSVA/o.jpg,False,Seal Rock Dr & El Camino Del Mar,,,San Francisco,US,"['Seal Rock Dr & El Camino Del Mar', 'San Francisco, CA 94101']",CA,94101,Lands End,,,5.0,376,[],https://www.yelp.com/biz/lands-end-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
39,7qK2Gwu0afQMtYFSJvvCqQ,muraccis-japanese-curry-and-grill-san-francisco,"[{'alias': 'japacurry', 'title': 'Japanese Curry'}]",japacurry,Japanese Curry,37.791036,-122.404233,(415) 773-1101,4386.985758657884,https://s3-media3.fl.yelpcdn.com/bphoto/pqGATapVx1nBqX1pVyQDKA/o.jpg,False,307 Kearny St,Ste 204,,San Francisco,US,"['307 Kearny St', 'Ste 204', 'San Francisco, CA 94108']",CA,94108,Muracci's Japanese Curry & Grill,+14157731101,$$,4.0,1665,['pickup'],https://www.yelp.com/biz/muraccis-japanese-curry-and-grill-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
40,Kxwc8PIKy2JsegNwgBjAtA,ruths-chris-steak-house-san-francisco,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",steak,Steakhouses,37.7905481,-122.4226117,(415) 673-0557,3513.8901219012446,https://s3-media2.fl.yelpcdn.com/bphoto/tQNAjQp2HBKImKq_ce-c2g/o.jpg,False,1601 Van Ness Ave,,,San Francisco,US,"['1601 Van Ness Ave', 'San Francisco, CA 94109']",CA,94109,Ruth's Chris Steak House,+14156730557,$$$,4.0,2013,[],https://www.yelp.com/biz/ruths-chris-steak-house-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
41,sSiUcnbwPQ4ssHY3EMV0Fw,matcha-café-maiko-san-francisco-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}]",coffee,Coffee & Tea,37.785051,-122.432095,(415) 757-0919,2712.6398841284977,https://s3-media2.fl.yelpcdn.com/bphoto/OggJgIXun4eqnSwCx4ZgHw/o.jpg,False,1581 Webster St,,,San Francisco,US,"['1581 Webster St', 'San Francisco, CA 94115']",CA,94115,Matcha Café Maiko,+14157570919,$,4.5,691,[],https://www.yelp.com/biz/matcha-caf%C3%A9-maiko-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
42,7CR8EP4gV-oYXyNa2-PTcw,golden-gate-fortune-cookies-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",bakeries,Bakeries,37.79577,-122.40725,(415) 781-3956,4641.382922306186,https://s3-media2.fl.yelpcdn.com/bphoto/VY7cGD66bdHWNLd4h-YRCQ/o.jpg,False,56 Ross Aly,,,San Francisco,US,"['56 Ross Aly', 'San Francisco, CA 94108']",CA,94108,Golden Gate Fortune Cookies,+14157813956,$,4.5,867,[],https://www.yelp.com/biz/golden-gate-fortune-cookies-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
43,aVskw5NKrs7ibAQ54E_bZw,u-dessert-story-san-francisco-5,"[{'alias': 'desserts', 'title': 'Desserts'}]",desserts,Desserts,37.7642642124321,-122.430517340788,(415) 796-3633,641.6415852840471,https://s3-media1.fl.yelpcdn.com/bphoto/oIKjCCMQ4vcHdNyO9CZxVQ/o.jpg,False,3489 16th St,,,San Francisco,US,"['3489 16th St', 'San Francisco, CA 94114']",CA,94114,U :Dessert Story,+14157963633,$$,4.0,888,['restaurant_reservation'],https://www.yelp.com/biz/u-dessert-story-san-francisco-5?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
44,RJ3NiTTSl00iT-Hu0-2ktQ,de-young-san-francisco,"[{'alias': 'artmuseums', 'title': 'Art Museums'}]",artmuseums,Art Museums,37.771468,-122.468681,(415) 750-3600,3067.439627388606,https://s3-media3.fl.yelpcdn.com/bphoto/scsPIfH_Gz6c1hWj81tn1w/o.jpg,False,50 Hagiwara Tea Garden Dr,,Golden Gate Park,San Francisco,US,"['50 Hagiwara Tea Garden Dr', 'Golden Gate Park', 'San Francisco, CA 94118']",CA,94118,de Young,+14157503600,,4.0,1550,[],https://www.yelp.com/biz/de-young-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
45,ZN7x2duyVesVVzlhWJNamQ,skool-san-francisco,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",seafood,Seafood,37.7685096967036,-122.402136325836,(415) 255-8800,3132.4940753864485,https://s3-media4.fl.yelpcdn.com/bphoto/47i057bRXAm_sIvA2obD5A/o.jpg,False,1725 Alameda St,,,San Francisco,US,"['1725 Alameda St', 'San Francisco, CA 94103']",CA,94103,Skool,+14152558800,$$,4.0,1670,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/skool-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
46,iWUSAD2WALWNFF0pPiomHA,roys-restaurant-san-francisco-3,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",seafood,Seafood,37.7881,-122.3991,(415) 777-0277,4454.11123210649,https://s3-media3.fl.yelpcdn.com/bphoto/MojcoXubGedGlpbzjxIFhQ/o.jpg,False,575 Mission St,,,San Francisco,US,"['575 Mission St', 'San Francisco, CA 94105']",CA,94105,Roy's Restaurant,+14157770277,$$$,4.0,2238,[],https://www.yelp.com/biz/roys-restaurant-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
47,sp4Axlo-ddvYpl8xUeUsVw,lime-tree-southeast-asian-kitchen-san-francisco,"[{'alias': 'singaporean', 'title': 'Singaporean'}, {'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'indonesian', 'title': 'Indonesian'}]",singaporean,Singaporean,37.764337,-122.462736,(415) 665-1415,2342.336660707331,https://s3-media1.fl.yelpcdn.com/bphoto/iRZNWChTPlQO4VyqD5Q_hw/o.jpg,False,450 Irving St,,,San Francisco,US,"['450 Irving St', 'San Francisco, CA 94122']",CA,94122,Lime Tree Southeast Asian Kitchen,+14156651415,$,4.0,1463,[],https://www.yelp.com/biz/lime-tree-southeast-asian-kitchen-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
48,W97siDhQbWIVa0MEpcq9iA,bistro-central-parc-san-francisco,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",french,French,37.775023,-122.44427,(415) 931-7272,1714.4118316415888,https://s3-media2.fl.yelpcdn.com/bphoto/JK-Y38_BmMpO5mXdC2XRjA/o.jpg,False,560 Central Ave,,,San Francisco,US,"['560 Central Ave', 'San Francisco, CA 94117']",CA,94117,Bistro Central Parc,+14159317272,$$$,4.5,922,['restaurant_reservation'],https://www.yelp.com/biz/bistro-central-parc-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
49,AoxdFkE06fQs_ZP0S0VRPw,hops-and-hominy-san-francisco,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",southern,Southern,37.789312,-122.405731,(415) 373-6341,4155.66872885112,https://s3-media3.fl.yelpcdn.com/bphoto/4Z6aoVQ3fnpxdtKZyue1Ww/o.jpg,False,1 Tillman Pl,,,San Francisco,US,"['1 Tillman Pl', 'San Francisco, CA 94108']",CA,94108,Hops & Hominy,+14153736341,$$,4.0,2009,"['delivery', 'pickup']",https://www.yelp.com/biz/hops-and-hominy-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
0,6TL8udi-vy_5rH-wikMSoA,saru-sushi-bar-san-francisco,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",sushi,Sushi Bars,37.751706,-122.4288283,(415) 400-4510,1222.1441911467125,https://s3-media1.fl.yelpcdn.com/bphoto/5-ugy01zjSvudVsfdhmCsA/o.jpg,False,3856 24th St,,,San Francisco,US,"['3856 24th St', 'San Francisco, CA 94114']",CA,94114,Saru Sushi Bar,+14154004510,$$$,4.5,796,[],https://www.yelp.com/biz/saru-sushi-bar-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
1,Av-PbVkajf1XrgqIS8POSQ,stella-pastry-and-cafe-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",bakeries,Bakeries,37.79918,-122.40828,(415) 986-2914,4920.002538814185,https://s3-media1.fl.yelpcdn.com/bphoto/RbEZh-SPDgIuX3DngcaS5w/o.jpg,False,446 Columbus Ave,,,San Francisco,US,"['446 Columbus Ave', 'San Francisco, CA 94133']",CA,94133,Stella Pastry & Cafe,+14159862914,$,4.0,1261,[],https://www.yelp.com/biz/stella-pastry-and-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
2,MKjhQLLVP0udUB6P-rv_Aw,susiecakes-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}, {'alias': 'desserts', 'title': 'Desserts'}]",bakeries,Bakeries,37.80045,-122.4381,(415) 474-2253,4396.814979879497,https://s3-media2.fl.yelpcdn.com/bphoto/TNBBYju982dBLyvn22pbUw/o.jpg,False,2109 Chestnut St,,,San Francisco,US,"['2109 Chestnut St', 'San Francisco, CA 94123']",CA,94123,SusieCakes,+14154742253,$$,4.0,1102,[],https://www.yelp.com/biz/susiecakes-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
3,0QydZwQebF1b36i9OwHppA,truly-mediterranean-san-francisco,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",mediterranean,Mediterranean,37.764755,-122.422263,(415) 252-7482,1318.5099435889447,https://s3-media1.fl.yelpcdn.com/bphoto/fJ1MCDi-ql9_1oj8KToR6Q/o.jpg,False,3109 16th St,,,San Francisco,US,"['3109 16th St', 'San Francisco, CA 94103']",CA,94103,Truly Mediterranean,+14152527482,$,4.0,1158,"['pickup', 'delivery']",https://www.yelp.com/biz/truly-mediterranean-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
